w	r	scenario	pass	baseline_status	candidate_status	match_type	details
clave	clave	success	true	200	200	exact	
clave	clave	validation_error	true	200	200	exact	
clave	clave	auth_error	true	200	200	exact	
clave	clave	malformed	true	200	200	exact	
token	gettoken	success	true	200	200	exact	
token	gettoken	validation_error	true	200	200	exact	
token	gettoken	auth_error	true	200	200	exact	
token	gettoken	malformed	true	200	200	exact	
token	refresh	success	true	200	200	exact	
token	refresh	validation_error	true	200	200	exact	
token	refresh	auth_error	true	200	200	exact	
token	refresh	malformed	true	200	200	exact	
